name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Limnohabitans sp. 103DPR2	1678129	species	2948795	188	158	0.0
Burkholderia sp. HB1	1678678	species	7206167	755	456	0.0
Candidatus Methylopumilus	1679002	genus	0	1	0	0.0
Akkermansia glycaniphila	1679444	species	3074078	212	145	0.0
Herbinix luporum	1679721	species	2609352	179	156	0.0
Mycobacterium sp. YC-RL4	1682113	species	6053985	512	337	0.0
Chryseobacterium glaciei	1685010	species	4871648	1817	1055	0.0
Bartonella apis	1686310	species	8151641	575	476	0.0
Pseudonocardia sp. EC080610-09	1688404	species	7131853	1084	36	0.0
Arthrobacter sp. LS16	1690248	species	3851242	251	160	0.0
Pseudonocardia sp. HH130630-07	1690815	species	6680451	1316	965	0.0
Acidiferrobacterales	1692040	order	0	6	0	0.0
Acidiferrobacteraceae	1692041	family	0	3	0	0.0
Sulfurifustis	1692042	genus	0	4	0	0.0
Enterobacter sp. FY-07	1692238	species	5138701	188	117	0.0
Paenibacillus sp. 32O-W	1695218	species	5375858	187	161	0.0
Microbacterium sp. CGR1	1696072	species	3634864	565	193	0.0
Bordetella sp. H567	1697043	species	5532470	373	230	0.0
Oblitimonas alkaliphila	1697053	species	14141857	919	648	0.0
Psychrobacter sp. P2G3	1699622	species	3366617	377	113	0.0
Psychrobacter sp. P11G5	1699624	species	3519144	389	117	4.44093e-05
Thiobacimonas	1701761	genus	0	7	0	0.0
Citrobacter sp. FDAARGOS_156	1702170	species	4727498	115	53	0.0
Faecalibaculum rodentium	1702221	species	2542486	115	59	0.0
Negativicoccus massiliensis	1702287	species	1360589	81	46	0.0
Chelatococcus sp. CO-6	1702325	species	5243734	657	384	0.0
Rhizobium sp. N113	1703960	species	6524337	6	1	0.0
Rhizobium sp. N1314	1703961	species	6274511	81	0	0.0
Rhizobium sp. N1341	1703962	species	6555560	8	0	0.0
Rhizobium sp. N621	1703964	species	6425255	5	0	0.0
Rhizobium sp. N6212	1703965	species	6424414	5	0	0.0
Rhizobium sp. N731	1703966	species	6274507	81	0	0.0
Rhizobium sp. N741	1703967	species	6556348	4	1	0.0
Rhizobium sp. N871	1703968	species	6479005	3	1	0.0
Rhizobium sp. N324	1703969	species	6972593	326	161	0.0
Arthrobacter sp. ERGS1:01	1704044	species	4936686	741	632	0.0
Candidatus Xiphinematobacter sp. Idaho Grape	1704307	species	915884	34	21	0.0
Methylovulum psychrotolerans	1704499	species	4923400	284	204	0.0
Candidatus Thioglobus autotrophicus	1705394	species	1512449	515	318	0.0
Capnocytophaga sp. oral taxon 323	1705617	species	2614527	449	115	0.0
Gemmatirosa	1706036	genus	0	6	0	0.0
Cellvibrionales	1706369	order	0	12	0	0.0
Cellvibrionaceae	1706371	family	0	22	0	0.0
Halieaceae	1706372	family	0	15	0	0.0
Microbulbiferaceae	1706373	family	0	2	0	0.0
Spongiibacteraceae	1706375	family	0	33	0	0.0
Massilia sp. WG5	1707785	species	6267305	727	466	0.0
Thermococcus piezophilus	1712654	species	1928800	55	51	0.0
Turicibacter sp. H121	1712675	species	2622031	267	223	0.0
Microbacterium sp. No. 7	1714373	species	4827965	736	533	0.0
Staphylococcus sp. AntiMn-1	1715860	species	2738396	256	132	0.0
Candidatus Nitrospira inopinata	1715989	species	3295117	105	90	0.0
Pseudodesulfovibrio indicus	1716143	species	3966573	275	213	0.0
Marinifilaceae bacterium SPP2	1717717	species	5718991	738	575	0.000218616
Pseudoalteromonas sp. 1_2015MBL_MicDiv	1720343	species	4859883	507	216	0.0
Psychrobacter sp. AntiMn-1	1720344	species	3138120	359	255	9.96027e-05
Chryseobacterium sp. IHB B 17019	1721091	species	4077766	652	496	0.0
Rhodococcus sp. 008	1723645	species	7438324	222	49	0.0
Candidatus Desulfovibrio trichonymphae	1725232	species	1410056	57	37	0.0
Streptomyces sp. CdTB01	1725411	species	10191567	1572	1052	0.0
Algoriphagus sp. M8-2	1727163	species	3882610	431	316	0.0
Pedobacter sp. PACM 27299	1727164	species	6147290	1985	1051	0.0
Methylomonas sp. DH-1	1727196	species	5127407	377	103	0.0
Rhodococcus sp. H-CA8f	1727214	species	6497607	260	129	0.0
Salegentibacter sp. T436	1729720	species	4086550	1535	996	0.000117225
Pseudorhodoplanes	1734920	genus	0	1	0	0.0
Algibacter alginicilyticus	1736674	species	3994770	2764	1873	1.59608e-18
Devosia sp. A16	1736675	species	5032994	502	365	0.0
Tissierellales	1737405	order	0	11	0	0.0
Agarilytica rhodophyticola	1737490	species	7113812	875	673	0.0
Woeseiaceae	1738654	family	0	5	0	0.0
Woeseia	1738655	genus	0	9	0	0.0
Burkholderia sp. Bp5365	1740162	species	7287809	732	49	0.0
Burkholderia sp. Bp7605	1740163	species	5705688	432	313	3.02068e-05
Pseudarthrobacter	1742993	genus	0	8	0	0.0
Sulfuricaulis	1744881	genus	0	1	0	0.0
Chania	1745211	genus	0	6	0	0.0
Cuniculiplasmataceae	1747776	family	0	5	0	0.0
Cuniculiplasma	1747777	genus	0	97	0	0.0
Mycoplasma sp. (ex Biomphalaria glabrata)	1749074	species	647830	112	93	1.20327e-84
Marinobacter sp. LQ44	1749259	species	4435564	312	144	0.0
Kurthia sp. 11kri321	1750719	species	2964527	236	166	0.0
Nostoc sp. NIES-3756	1751286	species	6987571	978	726	0.0
Streptomyces sp. 4F	1751294	species	8047771	811	564	0.0
Fischerella sp. NIES-3754	1752063	species	5826863	1369	986	0.0
Leptolyngbya sp. NIES-3755	1752064	species	6761657	282	176	0.0
Paraphotobacterium marinum	1755811	species	2593992	822	604	0.0
Ichthyobacterium	1755829	genus	0	7	0	0.0
Elizabethkingia genomosp. 3	1756149	species	4433522	693	263	0.0
Elizabethkingia genomosp. 4	1756150	species	4216720	618	294	0.0
Celeribacter ethanolicus	1758178	species	4157437	633	385	0.000133403
Aeromonas sp. ASNIH5	1758179	species	4783196	735	528	0.0
Acinetobacter sp. ACNIH2	1758189	species	4169274	326	202	0.0
Achromobacter sp. AONIH1	1758194	species	6648943	491	311	0.0
Serratia sp. SSNIH1	1758196	species	5388594	314	58	0.0
Serinicoccus sp. JLT9	1758689	species	3597394	586	443	0.0
Caulobacteraceae bacterium OTSz_A_272	1759059	species	3732719	283	209	0.0
Cnuibacter	1759331	genus	0	1	0	0.0
Marivivens	1759396	genus	0	7	0	0.0
Streptococcus sp. A12	1759399	species	1874337	93	59	0.0
Serratia sp. YD25	1759437	species	5117644	426	150	0.0
Pseudoalteromonas sp. 13-15	1761891	species	4099967	689	333	1.01612e-17
Isosphaeraceae	1763524	family	0	58	0	0.0
Flavobacterium crassostreae	1763534	species	3027315	1275	924	0.0
Hydrogenophaga crassostreae	1763535	species	4944132	564	240	0.0
Thalassotalea crassostreae	1763536	species	3861670	823	562	0.0
Paenibacillus crassostreae	1763538	species	4757181	252	209	0.0
Acidihalobacter	1765964	genus	0	3	0	0.0
Deinococcus actinosclerus	1768108	species	3264334	347	227	0.0
Paucibacter sp. KCTC 42545	1768242	species	5169161	875	619	0.0
Arachidicoccus	1769012	genus	0	7	0	0.0
Microbulbifer aggregans	1769779	species	3864326	320	186	0.0
Salinicola tamaricis	1771309	species	4276240	438	327	0.0
Arthrobacter sp. ATCC 21022	1771959	species	4434904	220	110	0.0
Polaribacter vadi	1774273	species	3809314	8323	5859	0.00176466
Bacillus sp. SDLI1	1774743	species	4134042	64	4	0.0
Nevskiales	1775403	order	0	1	0	0.0
Rhodanobacteraceae	1775411	family	0	26	0	0.0
Alteromonas sp. Mac1	1777491	species	4696291	3898	233	0.00454526
Candidatus Doolittlea endobia	1778262	species	846562	70	43	0.0
Candidatus Hoaglandella endobia	1778263	species	636713	105	57	0.0
Candidatus Mikella endobia	1778264	species	352837	209	93	0.0
Dickeya fangzhongdai	1778540	species	5032447	270	107	0.0
Sulfuriferula	1778653	genus	0	1	0	0.0
Rhodothermaceae bacterium RA	1779382	species	4653222	664	515	0.0
Endomicrobiaceae	1783343	family	0	4	0	0.0
Endomicrobiales	1783344	order	0	3	0	0.0
Streptomyces sp. S10(2016)	1783515	species	9083372	1060	685	0.0
Fermentimonas	1784836	genus	0	6	0	0.0
Acinetobacter lactucae	1785128	species	3981712	452	185	0.0
Gemella sp. oral taxon 928	1785995	species	1769679	235	170	0.0
Leptotrichia sp. oral taxon 847	1785996	species	2194935	323	224	0.0
Pseudomonas versuta	1788301	species	5149788	322	182	0.0
Acinetobacter larvae	1789224	species	3741098	462	345	0.0
Wenyingzhuangia fucanilytica	1790137	species	3427057	2811	1995	6.05391e-05
Bosea sp. PAMC 26642	1792307	species	5510355	324	204	0.0
Yangia sp. CCB-MM3	1792508	species	5522061	1083	683	1.47586e-17
Stenotrophomonas sp. KCTC 12332	1793721	species	4541594	962	331	0.0
Burkholderia sp. PAMC 26561	1795043	species	7431919	325	105	2.26497e-05
Microbacterium sp. PAMC 28756	1795053	species	3539061	399	193	0.0
Frondihabitans sp. PAMC 28766	1795630	species	4766863	3003	1959	0.0
Variovorax sp. PAMC 28711	1795631	species	4316152	1061	658	0.0
Burkholderia sp. PAMC 28687	1795874	species	6881273	321	109	0.0
Bacteroides caecimuris	1796613	species	4839927	233	144	0.0
Blautia sp. YL58	1796616	species	5128746	248	197	0.0
Flavivirga eckloniae	1803846	species	5665358	2452	1686	0.000355656
Burkholderia sp. OLGA172	1804984	species	8574890	2832	619	0.0
Olsenella sp. Marseille-P2300	1805478	species	2176737	294	232	0.0
Christensenella massiliensis	1805714	species	2560186	76	59	0.0
Rhodococcus sp. MTM3W5.2	1805827	species	5665081	965	605	0.0
Rouxiella sp. ERMR1:05	1805933	species	5530672	335	261	0.0
Candidatus Promineofilum breve	1806508	species	5033966	1135	753	0.0
Sphingorhabdus sp. M41	1806885	species	3339521	233	148	0.0
Arthrobacter sp. ZXY-2	1806905	species	5058708	230	140	0.0
Stanieria sp. NIES-3757	1807358	species	5463308	1262	887	0.0
Rhodococcus sp. BH4	1807790	species	7019149	193	31	0.0
Acinetobacter sp. LoGeW2-3	1808001	species	3357734	325	152	0.0
Herminiimonas arsenitoxidans	1809410	species	3784322	256	168	0.0
Immundisolibacter cernigliae	1810504	species	3243537	492	370	0.0
Streptococcus pantholopis	1811193	species	2241302	134	103	0.0
Streptomyces sp. fd1-xmd	1812480	species	7929999	1316	902	0.0
Enterobacter cloacae complex 'Hoffmann cluster III'	1812934	species	6678013	248	94	0.0
Enterobacter cloacae complex 'Hoffmann cluster IV'	1812935	species	4899997	141	33	0.0
Shigella sp. PAMC 28760	1813821	species	4558287	62	0	0.0
Streptococcus halotolerans	1814128	species	2182100	122	86	0.0
Colwellia sp. PAMC 20917	1816218	species	4683314	1698	669	0.0
Colwellia sp. PAMC 21821	1816219	species	4884300	1355	746	0.0
Marinobacterium aestuarii	1821621	species	5191608	1050	689	0.0
Edwardsiella anguillarum	1821960	species	4329652	659	73	0.0
Paraburkholderia	1822464	genus	0	112	0	0.0
Desulfuromonas sp. DDH964	1823759	species	3924652	274	165	0.0
Streptococcus marmotae	1825069	species	2322791	104	66	0.0
Synechococcus sp. NIES-970	1827144	species	3123859	175	105	0.000100057
Bacillus sp. IHB B 7164	1827146	species	5036631	345	13	0.0
Pseudomonas sp. MYb193	1827300	species	6211636	196	78	0.0
Stenotrophomonas sp. MYb57	1827305	species	4694453	1648	620	0.0
Brevundimonas sp. GW460-12-10-14-LB2	1827469	species	3263775	227	87	0.0
Enterobacter sp. ODB01	1827481	species	4534036	160	22	0.0
Desulfotomaculum ferrireducens	1833852	species	3240180	122	91	0.0
Lachnoclostridium sp. YL32	1834196	species	7225339	192	156	0.0
Ruminiclostridium sp. KB18	1834198	species	3802844	162	130	0.0
Parabacteroides sp. YL27	1834200	species	3306457	112	91	0.0
Burkholderiales bacterium YL45	1834205	species	2923112	96	75	0.0
Erysipelotrichaceae bacterium I46	1834207	species	4468297	132	104	0.0
Fibrella sp. ES10-3-2-2	1834519	species	6408035	229	136	0.0
Polynucleobacter duraquae	1835254	species	2026292	301	192	0.0
secondary endosymbiont of Trabutina mannipara	1835721	species	298471	169	77	0.0
Maribacter sp. T28	1836467	species	4271158	2016	1420	7.37663e-05
Bacillus sp. FJAT-14266	1837130	species	4109356	114	40	0.0
Streptomyces sp. S8	1837283	species	7601864	916	428	0.0
Lacunisphaera limnophila	1838286	species	4199284	799	602	0.0
Bacillus sp. FDAARGOS_235	1839798	species	5608392	443	197	0.0
Streptococcus sp. FDAARGOS_192	1839799	species	2435494	157	21	0.0
Yersinia sp. FDAARGOS_228	1839800	species	4963041	374	0	0.0
Dehalogenimonas formicexedens	1839801	species	2092789	60	57	0.0
Streptomyces sp. RTd22	1841249	species	11142275	1163	821	0.0
Gordonibacter massiliensis	1841863	species	3948172	329	254	0.0
Pelobacter sp. SFB93	1842532	species	3218469	151	83	0.0
Acidovorax sp. RAC01	1842533	species	4574859	442	307	0.0
Sinorhizobium sp. RAC02	1842534	species	6626583	480	280	0.0
Blastomonas sp. RAC04	1842535	species	4403499	350	193	0.0
Agrobacterium sp. RAC06	1842536	species	4964647	370	274	0.0
Hydrogenophaga sp. RAC07	1842537	species	4674684	393	288	0.0
Bosea sp. RAC05	1842539	species	5620120	610	440	0.0
Methyloversatilis sp. RAC08	1842540	species	3937190	233	176	0.0
Rhodoferax koreense	1842727	species	5895641	861	461	0.0
Sphingobium sp. RAC03	1843368	species	4369746	292	221	0.0
Acidaminococcales	1843488	order	0	1	0	0.0
Veillonellales	1843489	order	0	14	0	0.0
Sporomusaceae	1843490	family	0	4	0	0.0
Selenomonadaceae	1843491	family	0	2	0	0.0
Phaeobacter porticola	1844006	species	4207221	1083	643	0.0
Brucella sp. 09RB8910	1844051	species	3592978	92	54	0.0
Candidatus Nitrosotenuis sp. AQ6f	1846278	species	1697207	58	53	0.0
Lactobacillus allii	1847728	species	2534178	217	180	0.0
Actinobacteria bacterium IMCC25003	1848255	species	1353947	83	53	0.0
Hafnia sp. CBA7124	1848580	species	4585298	261	70	0.0
Actinobacteria bacterium IMCC19121	1848754	species	1506415	267	215	0.0
Actinobacteria bacterium IMCC26077	1848755	species	1551612	107	83	0.0
Actinobacteria bacterium IMCC26103	1848756	species	1456516	101	76	0.0
Capnocytophaga stomatis	1848904	species	2831350	573	387	0.0
Exiguobacterium sp. U13-1	1849031	species	3208634	197	25	0.0
Arthrobacter sp. U41	1849032	species	4792631	284	224	0.0
Auricoccus indicus	1849491	species	1745789	193	144	0.0
Oblitimonas	1849530	genus	0	4	0	0.0
Paeniclostridium	1849828	genus	0	6	0	0.0
Streptomyces sp. SAT1	1849967	species	7472530	2593	1403	0.0
Rhizorhabdus dicambivorans	1850238	species	5541299	398	274	0.0
Lutibacter sp. LPB0138	1850246	species	3426122	3603	2605	4.92181e-05
Rhodobacter sp. LPB0142	1850250	species	3780829	719	445	0.0
Tenacibaculum todarodis	1850252	species	3019213	6126	4308	0.00161503
Arcobacter sp. LPB0137	1850254	species	2866429	903	673	0.0
Arachidicoccus sp. BS20	1850526	species	3492500	452	380	0.0
Actinomyces sp. Chiba101	1851395	species	2877864	382	253	0.0
Cyanobium sp. NIES-981	1851505	species	3021545	659	390	0.0
Orrella dioscoreae	1851544	species	4848101	382	292	0.0
Murdochiella vaginalis	1852373	species	1671491	292	273	0.0
Ezakiella massiliensis	1852374	species	1741785	155	126	0.0
Actinomyces pacaensis	1852377	species	1892549	55	52	0.0
Pseudomonas silesiensis	1853130	species	6823539	1373	650	0.0
Chitinophagia	1853228	class	0	2	0	0.0
Chitinophagales	1853229	order	0	9	0	0.0
Hymenobacteraceae	1853232	family	0	9	0	0.0
Neisseria sp. 10022	1853276	species	2511904	128	107	0.0
Neisseria sp. 10023	1853278	species	2496444	99	74	0.0
Sphingobium sp. EP60837	1855519	species	4261696	199	143	0.0
Macrococcus canis	1855823	species	2363414	237	143	0.0
Bacillus sp. H15-1	1856406	species	4162101	112	0	0.0
Pseudomonas sp. TCU-HL1	1856685	species	6256697	318	193	0.0
Acidovorax sp. T1	1858609	species	4416593	1078	737	0.0
Halothiobacillus sp. LS2	1860122	species	2908964	214	152	0.000107449
Sphingopyxis sp. MG	1866325	species	4222860	439	140	0.0
Phyllobacterium zundukense	1867719	species	6208009	270	207	0.0
Legionella clemsonensis	1867846	species	3272100	401	272	0.0
Enterobacter sp. HK169	1868135	species	4551186	121	22	0.0
Prosthecochloris sp. CIB 2401	1868325	species	2399849	157	127	0.0
Phreatobacter sp. S-12	1868589	species	4494445	620	474	0.0
Rhizobium sp. S41	1869170	species	5524367	262	98	0.0
Nostoc sp. CENA543	1869241	species	7207640	1856	1322	0.0
Paenibacillus sp. BIHB4019	1870819	species	7246671	557	445	0.0
Paenibacillus ihbetae	1870820	species	6593819	405	346	0.0
Clostridioides	1870884	genus	0	3	0	0.0
Enterobacter cloacae complex sp. 35734	1870930	species	5276896	154	31	0.0
Anaerococcus mediterraneensis	1870984	species	2080215	193	153	0.0
Lachnoclostridium phocaeense	1871021	species	3500754	108	89	0.0
Ndongobacter massiliensis	1871025	species	1864878	77	66	0.0
Propionimicrobium sp. Marseille-P3275	1871034	species	2010679	73	37	0.0
Halodesulfurarchaeum formicicum	1873524	species	4058229	85	69	0.0
Marinobacter salinus	1874317	species	4121005	307	173	0.0
Clavibacter capsici	1874630	species	3241713	470	258	0.0
Mycobacterium sp. djl-10	1879023	species	6579322	485	350	0.0
Microvirga ossetica	1882682	species	9631051	479	352	0.0
Halomonas sp. 1513	1883416	species	4129523	440	252	0.0
Selenomonas sp. oral taxon 920	1884263	species	2440121	95	77	0.0
Candidatus Nanopelagicus limnes	1884634	species	1238108	152	100	0.0
Candidatus Planktophila sulfonica	1884904	species	1344614	75	36	0.0
Candidatus Planktophila versatilis	1884905	species	5250003	123	95	0.0
Candidatus Planktophila vernalis	1884907	species	1364004	102	73	0.0
Candidatus Planktophila lacus	1884913	species	4254980	170	136	0.0
Candidatus Planktophila dulcis	1884914	species	4075729	143	105	0.0
Candidatus Nanopelagicus hibericus	1884915	species	1223088	207	142	0.0
Candidatus Nanopelagicus abundans	1884916	species	1161863	261	179	0.0
Brucella sp. 141012304	1885919	species	3442381	75	27	0.0
Streptococcus himalayensis	1888195	species	2275471	97	69	0.0
Anaerolineaceae bacterium oral taxon 439	1889813	species	2945494	101	83	0.0
Gloeobacteraceae	1890422	family	0	57	0	0.0
Synechococcales	1890424	order	0	353	0	0.0
Synechococcaceae	1890426	family	0	54	0	0.0
Merismopediaceae	1890428	family	0	1	0	0.0
Acaryochloridaceae	1890429	family	0	10	0	0.0
Pseudanabaenaceae	1890436	family	0	6	0	0.0
Leptolyngbyaceae	1890438	family	0	27	0	0.0
Microcystaceae	1890449	family	0	35	0	0.0
Aphanothecaceae	1890450	family	0	13	0	0.0
Cyanobacteriaceae	1890452	family	0	7	0	0.0
Chroococcaceae	1890464	family	0	61	0	0.0
Dermocarpellaceae	1890498	family	0	35	0	0.0
Hyellaceae	1890500	family	0	36	0	0.0
Chroococcidiopsidales	1890505	order	0	3	0	0.0
Chroococcidiopsidaceae	1890528	family	0	69	0	0.0
Brucella sp. 2002734562	1891098	species	3283485	33	0	0.0
Sulfolobus sp. A20	1891280	species	2688317	160	148	0.0
Pantoea alhagi	1891675	species	4316301	275	184	0.0
Fuerstia marisgermanicae	1891926	species	8920478	395	311	0.0
Cyanothecaceae	1892249	family	0	163	0	0.0
Coleofasciculaceae	1892251	family	0	42	0	0.0
Microcoleaceae	1892252	family	0	65	0	0.0
Oscillatoriaceae	1892254	family	0	62	0	0.0
Bacillus sp. ABP14	1892404	species	5152566	248	29	0.0
Porphyrobacter sp. LM 6	1896196	species	2979257	192	124	0.0
Amycolatopsis sp. AA4	1896961	species	9172799	701	542	0.0
Halomonas aestuarii	1897729	species	3543891	473	299	0.0
Spiroplasma sp. TU-14	1898044	species	1199640	300	0	0.0
Rhodocyclaceae bacterium	1898103	species	3192379	184	141	0.0
Macrococcus sp. IME1552	1898474	species	2391700	205	153	0.0
Pseudomonas sp. LPH1	1898684	species	5229495	349	172	0.0
Candidatus Nitrosomarinus catalina	1898749	species	1360076	176	142	0.0
Streptococcus sp. NPS 308	1902136	species	1924728	82	43	0.0
Natrialbaceae archaeon JW/NM-HA 15	1902251	species	3930546	315	233	0.0
Brachybacterium sp. P6-10-X1	1903186	species	4385603	522	367	0.0
Erwiniaceae	1903409	family	0	26	0	0.0
Pectobacteriaceae	1903410	family	0	17	0	0.0
Yersiniaceae	1903411	family	0	29	0	0.0
Hafniaceae	1903412	family	0	28	0	0.0
Morganellaceae	1903414	family	0	21	0	0.0
Jeotgalibaca sp. PTS2502	1903686	species	2300992	179	111	0.0
Oceanisphaera sp. AMac2203	1903694	species	2902896	361	260	0.000107674
Tumebacillus avium	1903704	species	5249768	501	356	0.0
Rhodobacteraceae bacterium	1904441	species	3336108	864	424	5.523e-05
Betaproteobacteria bacterium GR16-43	1904640	species	4806848	477	393	0.0
Stenotrophomonas sp. LM091	1904944	species	4317450	398	271	0.0
Klebsiella sp. LTGPAF-6F	1905288	species	6790399	260	13	0.0
Pectobacterium parmentieri	1905730	species	7629572	696	424	0.0
Curtobacterium sp. BH-2-1-1	1905847	species	3795948	410	306	0.0
Candidatus Doolittlea	1906657	genus	0	1	0	0.0
Candidatus Mikella	1906660	genus	0	1	0	0.0
Hyphomonas sp. Mor2	1906738	species	3628091	222	171	0.0
Jeongeupia sp. USM3	1906741	species	3788814	441	280	0.0
